,ridership,Austin,Quincy_Wells,Belmont,Archer_35th,Oak_Park,Western,Clark_Lake,Clinton,Merchandise_Mart,Irving_Park,Washington_Wells,Harlem,Monroe,Polk,Ashland,Kedzie,Addison,Jefferson_Park,Montrose,California,temp_min,temp,temp_max,temp_change,dew,humidity,pressure,pressure_change,wind,wind_max,gust,gust_max,percip,percip_max,weather_rain,weather_snow,weather_cloud,weather_storm,Blackhawks_Away,Blackhawks_Home,Bulls_Away,Bulls_Home,Bears_Away,Bears_Home,WhiteSox_Away,WhiteSox_Home,Cubs_Away,Cubs_Home
2635,18.234,1.549,7.074,4.2,2.723,1.422,3.303,17.667,2.681,5.294,3.813,7.005,2.4,6.119,2.822,1.465,3.122,2.422,6.14,1.816,1.014,37.9,42.8,52.0,14.1,42.1,93.0,29.92,0.599999999999998,16.1,23.0,0.0,36.8,0.02,0.12,0.636363636363636,0.0,0.363636363636364,0.333333333333333,0,0,0,0,0,0,1,1,1,1
2636,18.537,1.533,6.691,4.36,2.744,1.391,3.343,17.382,2.706,5.104,3.896,6.101,2.315,5.732,2.772,1.416,3.004,2.394,6.417,1.706,1.097,43.0,55.0,64.0,21.0,52.0,82.0,29.48,0.25,16.1,26.5,21.9,38.0,0.0,0.02,0.172413793103448,0.0,0.827586206896552,0.379310344827586,0,0,0,1,0,0,1,1,1,1
2637,6.048,0.744,1.815,2.306,1.18,0.565,1.481,4.811,1.01,1.526,1.899,1.216,0.0,1.655,0.812,0.867,1.515,0.857,1.377,0.658,0.538,36.0,39.2,42.8,6.8,37.0,93.0,29.535,0.359999999999999,13.25,19.6,17.85,31.1,0.0,0.02,0.861111111111111,0.0833333333333333,0.0555555555555556,0.0555555555555556,0,0,0,0,0,0,1,1,1,1
2638,4.518,0.47,1.184,1.618,0.768,0.358,0.977,2.99,0.804,0.617,1.352,0.739,0.0,1.076,0.499,0.541,0.996,0.644,1.288,0.427,0.377,33.8,36.0,39.9,6.1,30.9,79.0,30.04,0.330000000000002,15.0,20.7,21.9,28.8,0.0,0.03,0.347826086956522,0.0434782608695652,0.608695652173913,0.173913043478261,0,0,0,1,0,0,1,1,1,1
2639,18.8,1.683,7.078,4.261,2.74,1.564,3.404,17.691,2.77,6.474,3.777,6.707,2.492,5.568,3.082,1.442,3.192,2.824,5.981,1.731,1.07,35.1,40.0,48.9,13.8,28.45,67.5,30.285,0.129999999999999,8.1,11.5,0.0,18.4,0.0,0.0,0.0,0.0,0.958333333333333,0.0,0,0,1,0,0,0,1,1,1,1
2640,19.796,1.775,7.219,4.439,2.858,1.655,3.517,18.541,2.753,6.295,4.051,6.81,2.615,5.96,3.283,1.498,3.191,2.6,6.398,1.855,1.132,34.0,46.5,59.0,25.0,26.0,43.0,30.28,0.259999999999998,9.8,19.6,0.0,29.9,0.0,0.0,0.0,0.0,0.590909090909091,0.0,0,0,0,0,0,0,1,1,1,1
2641,18.598,1.766,7.222,4.501,2.978,1.649,3.635,18.471,2.705,6.281,4.17,6.984,2.654,6.092,3.216,1.568,3.431,2.979,6.573,1.889,1.285,46.0,52.55,71.1,25.1,32.55,46.0,29.99,0.240000000000002,19.6,31.1,29.35,41.4,0.0,0.0,0.0,0.0,0.666666666666667,0.125,0,0,0,1,0,0,1,1,1,1
2642,18.872,1.785,7.35,4.557,2.992,1.648,3.611,18.445,2.804,6.161,4.04,6.849,2.688,6.287,3.277,1.563,3.207,2.892,6.568,1.93,1.164,53.1,59.0,73.9,20.8,42.1,51.0,29.93,0.0799999999999983,9.2,15.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.391304347826087,0,0,0,0,0,0,1,1,1,1
2643,18.066,1.832,7.025,4.605,2.811,1.617,3.518,18.413,2.695,5.367,4.047,6.384,2.642,6.051,3.124,1.476,3.137,2.848,6.374,1.78,1.234,50.0,63.0,75.0,25.0,48.9,60.0,29.87,0.199999999999999,11.5,20.7,0.0,39.1,0.0,0.0,0.0,0.0,1.0,0.652173913043478,0,0,0,0,0,0,1,1,1,1
2644,5.798,0.889,1.857,2.439,1.287,0.687,1.537,7.109,1.02,2.337,1.999,1.371,0.035,2.211,0.915,0.898,1.542,1.343,1.639,0.729,0.66,53.6,57.2,64.0,10.4,53.1,85.5,29.79,0.140000000000001,5.8,15.0,0.0,23.0,0.0,0.07,0.25,0.0,0.75,0.583333333333333,0,0,0,0,0,0,1,1,1,1
2645,4.573,0.57,1.371,1.662,0.881,0.418,1.126,5.034,0.824,1.347,1.451,0.789,0.035,1.451,0.582,0.611,1.044,0.968,0.742,0.462,0.476,46.9,53.55,64.0,17.1,44.1,77.0,29.915,0.0700000000000003,4.6,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.125,0,0,0,0,0,0,1,1,1,1
2646,18.551,1.738,7.268,4.494,2.888,1.64,3.561,18.091,2.755,6.178,3.96,6.727,2.645,5.716,3.302,1.52,3.369,2.47,6.447,1.829,1.125,46.9,59.0,73.9,27.0,45.0,61.0,30.0,0.119999999999997,4.6,13.8,0.0,18.4,0.0,0.0,0.0,0.0,0.695652173913043,0.0,0,0,0,0,0,0,1,1,1,1
2647,18.732,1.765,7.287,4.468,2.84,1.683,3.599,18.497,2.714,6.415,4.063,7.059,2.553,6.051,3.336,1.497,3.346,2.525,6.417,1.857,1.1,55.9,65.0,73.9,18.0,48.0,54.5,29.99,0.0899999999999999,6.95,16.1,0.0,24.2,0.0,0.0,0.0,0.0,0.863636363636364,0.227272727272727,0,0,0,0,0,0,1,1,1,1
2648,19.033,1.788,7.145,4.538,2.966,1.628,3.712,18.55,2.746,6.136,4.117,6.896,2.624,6.012,3.42,1.602,3.335,2.604,6.582,1.859,1.194,59.0,64.45,73.0,14.0,45.0,50.0,30.155,0.219999999999999,11.5,17.3,0.0,26.5,0.0,0.0,0.0,0.0,0.88,0.0,0,0,0,0,0,0,1,1,1,1
2649,19.425,1.729,7.393,4.514,2.679,1.586,3.501,18.234,2.913,6.166,4.041,7.154,2.57,6.063,3.237,1.434,3.154,2.511,6.395,1.874,1.076,53.1,64.9,73.9,20.8,39.0,37.0,30.13,0.300000000000001,13.8,25.3,0.0,34.5,0.0,0.03,0.0952380952380952,0.0,0.904761904761905,0.714285714285714,0,0,0,0,0,0,1,1,1,1
2650,18.922,1.747,7.094,4.63,2.654,1.563,3.46,18.537,2.772,5.389,4.101,6.413,2.533,6.086,3.317,1.441,3.079,2.394,6.328,1.751,1.106,63.0,67.45,82.0,19.0,59.0,79.0,29.75,0.32,13.8,24.2,23.6,44.9,0.0,0.17,0.153846153846154,0.0,0.846153846153846,0.538461538461538,0,0,0,0,0,0,1,1,1,1
2651,7.139,0.715,1.521,2.325,1.149,0.49,1.449,6.048,0.878,1.877,1.858,1.404,0.406,1.825,0.75,0.795,1.43,0.895,3.001,0.654,0.482,39.9,53.55,68.0,28.1,34.55,72.0,29.845,0.48,20.7,31.1,29.9,40.3,0.0,0.07,0.3125,0.0,0.53125,0.4375,0,0,0,0,0,0,1,1,1,1
2652,5.347,0.572,1.394,1.659,0.741,0.361,0.945,4.518,0.771,0.87,1.341,0.806,0.248,1.295,0.531,0.51,0.943,0.64,2.093,0.483,0.421,41.0,48.9,53.1,12.1,28.9,47.0,30.13,0.149999999999999,8.1,13.8,0.0,19.6,0.0,0.0,0.0,0.0,0.782608695652174,0.478260869565217,0,0,0,0,0,0,1,1,1,1
2653,18.118,1.745,7.384,4.55,2.933,1.625,3.656,18.8,2.762,6.04,3.907,6.894,2.543,6.014,3.29,1.53,3.25,2.546,6.362,1.843,1.171,37.0,39.55,48.9,11.9,35.6,87.0,29.91,0.199999999999999,9.2,18.4,0.0,26.5,0.0,0.08,0.5,0.0,0.416666666666667,0.305555555555556,0,0,0,0,0,0,1,1,1,1
2654,18.663,1.769,7.326,4.266,2.736,1.532,3.524,19.796,2.629,6.272,3.881,6.929,2.629,5.145,3.477,1.398,3.269,2.746,6.219,1.779,1.265,35.1,39.0,43.0,7.9,27.0,65.0,30.145,0.210000000000001,9.2,19.6,0.0,27.6,0.0,0.01,0.0909090909090909,0.0,0.909090909090909,0.181818181818182,0,0,0,0,0,0,1,1,1,1
2655,19.0,1.812,7.16,4.514,2.823,1.669,3.495,18.598,2.628,6.233,4.166,6.688,2.674,5.998,3.494,1.462,3.34,2.846,6.561,1.895,1.164,35.1,43.0,57.9,22.8,25.55,53.0,30.1,0.260000000000002,8.65,13.8,0.0,18.4,0.0,0.0,0.0,0.0,0.791666666666667,0.0,0,0,0,0,0,0,1,1,1,1
2656,19.602,1.832,7.078,4.755,2.983,1.685,3.676,18.872,2.74,5.994,4.0,6.819,2.696,6.11,3.5,1.554,3.31,3.063,6.772,1.937,1.153,48.9,60.0,73.0,24.1,46.5,59.5,29.74,0.25,9.2,18.4,0.0,26.5,0.0,0.0,0.0,0.0,1.0,0.416666666666667,0,0,0,0,0,0,1,1,1,1
2657,18.374,1.864,6.814,4.811,2.86,1.652,3.495,18.066,2.543,5.247,3.924,6.039,2.557,5.945,3.293,1.592,3.231,3.063,6.52,1.84,1.159,62.1,66.0,73.0,10.9,57.9,76.0,29.55,0.229999999999997,12.1,28.8,20.15,39.1,0.0,0.21,0.375,0.0,0.625,0.45,0,0,0,0,0,0,1,1,1,1
2658,6.14,0.803,1.586,2.437,1.156,0.602,1.504,5.798,0.894,1.832,1.742,1.191,0.356,1.746,0.88,0.875,1.476,1.308,3.067,0.759,0.565,46.9,50.0,61.0,14.1,42.8,74.0,29.62,0.350000000000001,15.0,21.9,23.0,31.1,0.0,0.01,0.333333333333333,0.0,0.454545454545455,0.242424242424242,0,0,0,0,0,0,1,1,1,1
2659,4.952,0.578,1.554,1.838,0.819,0.473,1.05,4.573,0.818,0.938,1.378,0.798,0.328,1.263,0.593,0.625,1.067,1.09,2.275,0.551,0.452,39.9,48.0,66.0,26.1,35.1,66.0,30.02,0.190000000000001,5.8,10.4,0.0,19.6,0.0,0.0,0.0,0.0,0.521739130434783,0.0,0,0,0,0,0,0,1,1,1,1
2660,18.528,1.856,7.282,4.671,2.956,1.715,3.571,18.551,2.679,6.21,3.78,6.479,2.651,6.164,3.409,1.516,3.256,2.885,6.419,1.769,1.124,50.0,60.55,73.0,23.0,36.0,42.0,30.01,0.0899999999999999,5.8,10.4,0.0,16.1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1,1,1
2661,19.17,1.908,7.173,4.779,2.913,1.709,3.635,18.732,2.655,6.312,3.912,6.575,2.761,6.022,3.505,1.589,3.356,3.072,6.689,1.938,1.135,54.0,66.9,81.0,27.0,41.0,46.0,29.95,0.199999999999999,6.9,13.8,0.0,17.3,0.0,0.0,0.0,0.0,0.761904761904762,0.0,0,0,0,0,0,0,1,1,1,1
2662,18.512,1.908,7.19,4.822,3.016,1.717,3.625,19.033,2.656,6.373,3.96,6.622,2.692,6.165,3.44,1.492,3.29,2.661,6.751,1.879,1.114,59.0,62.6,73.9,14.9,57.2,86.0,29.65,0.16,8.1,21.9,0.0,31.1,0.0,0.21,0.487179487179487,0.0,0.512820512820513,0.41025641025641,0,0,0,0,0,0,1,1,1,1
2663,19.335,1.855,7.42,4.801,2.914,1.708,3.596,19.425,2.78,7.177,4.078,6.697,2.782,6.294,3.41,1.554,3.224,2.626,6.644,1.924,1.17,48.0,53.1,59.0,11.0,37.0,63.0,29.81,0.129999999999999,16.1,21.9,0.0,29.9,0.0,0.08,0.16,0.0,0.84,0.6,0,0,0,0,0,0,1,1,1,1
2664,18.402,1.759,6.743,4.912,2.825,1.615,3.545,18.922,2.532,6.738,3.891,6.368,2.577,6.001,3.215,1.564,3.244,2.765,6.459,1.782,1.103,43.0,50.55,57.0,14.0,35.55,59.0,29.83,0.0899999999999999,8.1,13.8,0.0,21.9,0.0,0.0,0.0,0.0,1.0,0.318181818181818,0,0,0,0,0,0,1,1,1,1
2665,4.681,0.821,1.724,2.481,1.238,0.561,1.557,7.139,0.887,4.573,1.775,1.246,0.032,1.731,0.791,0.807,1.36,0.997,0.531,0.795,0.638,41.0,52.55,60.1,19.1,37.0,55.0,29.93,0.219999999999999,4.6,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.833333333333333,0.375,0,0,0,0,0,0,1,1,1,1
2666,2.82,0.555,1.309,1.741,0.825,0.372,1.032,5.347,0.756,3.663,1.313,0.725,0.011,1.323,0.481,0.533,0.963,0.65,0.487,0.479,0.468,46.4,52.0,57.9,11.5,46.0,77.0,29.42,0.469999999999999,18.4,28.8,26.5,49.5,0.0,0.41,0.548387096774194,0.0,0.451612903225806,0.451612903225806,0,0,0,0,0,0,1,1,1,1
2667,18.255,1.737,7.555,4.526,2.868,1.567,3.484,18.118,2.854,6.87,3.747,6.914,2.51,5.922,3.194,1.519,3.031,2.506,6.193,1.789,1.097,41.0,48.0,55.0,14.0,37.9,71.0,29.98,0.260000000000002,8.1,17.3,0.0,25.3,0.0,0.0,0.0,0.0,1.0,0.111111111111111,0,0,0,0,0,0,1,1,1,1
2668,18.645,1.863,7.489,4.658,2.938,1.669,3.611,18.663,2.603,6.039,3.946,6.874,2.65,5.87,3.276,1.577,3.289,2.882,6.64,1.927,1.167,45.0,60.1,73.0,28.0,41.0,59.0,30.03,0.189999999999998,12.7,26.5,21.9,39.1,0.0,0.02,0.04,0.0,0.84,0.16,0,0,0,0,0,0,1,1,1,1
2669,19.004,1.926,7.307,4.737,2.974,1.697,3.677,19.0,2.676,6.11,4.066,6.708,2.745,5.923,3.279,1.659,3.393,2.992,6.675,1.929,1.169,51.1,57.9,60.8,9.7,53.6,86.0,29.855,0.219999999999999,11.5,17.3,0.0,28.8,0.0,0.09,0.166666666666667,0.0,0.805555555555556,0.805555555555556,0,0,0,0,0,0,1,1,1,1
2670,19.019,1.926,7.847,4.8,3.225,1.699,3.896,19.602,2.772,6.012,4.05,6.632,2.76,6.45,3.286,1.667,3.524,3.18,6.793,1.96,1.209,45.0,51.1,55.9,10.9,37.45,59.0,30.07,0.119999999999997,9.2,16.1,0.0,21.9,0.0,0.0,0.0,0.0,0.833333333333333,0.416666666666667,0,0,0,0,0,0,1,1,1,1
2671,19.531,1.884,6.821,4.827,3.065,1.682,3.667,18.374,2.557,4.979,4.111,6.21,2.714,5.994,3.244,1.61,3.27,2.674,6.831,1.862,1.147,42.1,54.5,72.0,29.9,39.0,54.0,29.965,0.27,7.5,20.7,0.0,26.5,0.0,0.0,0.0,0.0,0.875,0.166666666666667,0,0,0,0,0,0,1,1,1,1
2672,7.805,0.863,1.714,2.652,1.213,0.6,1.553,6.14,0.955,1.584,2.001,1.222,0.379,2.796,0.775,0.83,1.571,1.012,3.423,0.768,0.605,61.0,65.45,71.1,10.1,43.0,43.0,29.605,0.199999999999999,15.55,19.6,22.45,27.6,0.0,0.0,0.0416666666666667,0.0,0.958333333333333,0.208333333333333,0,0,0,0,0,0,1,1,1,1
2673,5.36,0.595,1.388,1.902,0.871,0.408,1.128,4.952,0.853,0.913,1.333,0.76,0.298,1.344,0.63,0.597,1.076,0.675,2.279,0.513,0.481,48.0,52.0,59.0,11.0,41.0,68.0,29.62,0.16,9.2,17.3,0.0,28.8,0.0,0.1,0.258064516129032,0.0,0.645161290322581,0.193548387096774,0,0,0,0,0,0,1,1,1,1
2674,19.031,1.833,7.182,4.638,2.911,1.65,3.623,18.528,2.564,5.768,4.024,6.547,2.711,5.993,3.12,1.608,3.296,2.568,6.374,1.832,1.221,42.1,51.1,57.9,15.8,37.0,59.0,29.7,0.120000000000001,4.6,13.8,0.0,18.4,0.0,0.0,0.0,0.0,0.91304347826087,0.173913043478261,0,0,0,0,0,0,1,1,1,1
2675,19.214,1.918,7.152,4.77,2.932,1.68,3.743,19.17,2.594,5.796,4.128,6.881,2.75,6.155,3.003,1.654,3.438,2.619,6.692,2.048,1.246,50.0,51.55,63.0,13.0,36.5,56.5,29.66,0.0899999999999999,6.35,13.8,0.0,19.6,0.0,0.0,0.0416666666666667,0.0,0.958333333333333,0.541666666666667,0,0,0,0,0,0,1,1,1,1
2676,19.416,1.81,7.092,4.652,2.882,1.636,3.65,18.512,2.668,5.758,4.048,6.646,2.656,6.261,3.24,1.555,3.346,2.624,6.531,1.846,1.178,45.0,54.0,64.9,19.9,36.0,49.0,29.68,0.129999999999999,9.2,17.3,0.0,25.3,0.0,0.0,0.0,0.0,0.92,0.0,0,0,0,0,0,0,1,1,1,1
2677,19.344,1.906,7.407,4.73,2.948,1.716,3.682,19.335,2.769,5.723,4.099,6.654,2.738,6.398,3.181,1.674,3.3,2.752,6.816,1.937,1.264,46.9,53.0,59.0,12.1,39.0,59.0,29.905,0.289999999999999,10.4,17.3,0.0,20.7,0.0,0.0,0.0,0.0,0.708333333333333,0.0416666666666667,0,0,0,0,0,0,1,1,1,1
2678,18.794,1.844,7.076,4.676,2.846,1.608,3.592,18.402,2.751,5.354,4.105,7.612,2.485,5.852,3.046,1.596,3.205,3.028,6.6,1.788,1.18,48.9,51.1,55.9,7.0,39.45,63.0,30.095,0.180000000000003,10.4,16.1,0.0,19.6,0.0,0.0,0.0,0.0,1.0,0.458333333333333,0,0,0,0,0,0,1,1,1,1
2679,5.907,0.827,2.898,2.609,1.22,0.649,1.53,4.681,0.941,3.216,1.885,11.087,0.0,1.789,0.712,0.949,1.556,1.33,3.192,0.777,0.54,45.0,58.55,68.0,23.0,39.9,55.5,30.19,0.119999999999997,9.8,15.0,0.0,19.6,0.0,0.0,0.0,0.0,0.916666666666667,0.0,0,0,0,0,0,0,1,1,1,1
2680,4.535,0.527,1.878,1.667,0.562,0.311,0.832,2.82,0.815,1.305,1.163,4.927,0.0,1.185,0.401,0.43,0.725,0.716,1.969,0.475,0.365,50.5,68.55,78.1,27.6,42.2,45.5,30.03,0.349999999999998,13.8,20.7,0.0,23.0,0.0,0.0,0.0384615384615385,0.0,0.884615384615385,0.230769230769231,0,0,0,0,0,0,1,1,1,1
2681,4.282,1.829,7.736,4.591,2.735,1.621,3.462,18.255,2.788,6.013,3.883,6.792,2.721,5.845,2.81,1.509,3.186,3.029,6.429,1.799,1.121,65.7,71.6,84.0,18.3,59.4,60.0,29.77,0.149999999999999,13.8,17.3,0.0,23.0,0.0,0.0,0.172413793103448,0.0,0.758620689655172,0.379310344827586,0,0,0,0,0,0,1,1,1,1
2682,18.297,1.859,7.438,4.605,2.943,1.635,3.706,18.645,2.712,5.924,4.131,7.038,2.758,5.92,3.09,1.684,3.246,3.058,6.579,1.806,1.202,44.6,48.0,78.1,33.5,37.0,63.0,30.11,0.48,19.0,25.3,27.05,31.1,0.0,0.0,0.0333333333333333,0.0,0.966666666666667,0.166666666666667,0,0,0,0,0,0,1,1,1,1
2683,18.901,1.825,7.35,4.655,2.884,1.663,3.674,19.004,2.702,6.081,4.102,6.962,2.763,5.781,3.012,1.548,3.236,2.996,6.719,1.775,1.222,45.0,51.0,60.1,15.1,33.1,51.5,30.35,0.149999999999999,9.8,16.1,0.0,20.7,0.0,0.0,0.0,0.0,0.833333333333333,0.0833333333333333,0,0,0,0,0,0,1,1,1,1
2684,19.378,1.943,7.669,4.803,2.908,1.661,3.618,19.019,2.853,6.001,4.172,6.82,2.782,6.075,2.995,1.595,3.245,3.175,6.711,1.912,1.201,46.0,57.0,66.9,20.9,37.0,48.5,30.255,0.23,4.6,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.416666666666667,0,0,0,0,0,0,1,1,1,1
2685,19.079,1.874,7.015,4.768,2.843,1.657,3.592,19.531,2.821,5.4,4.129,6.281,2.794,5.808,2.76,1.647,3.304,3.226,6.836,1.916,1.133,55.0,69.8,75.9,20.9,63.0,78.0,29.84,0.399999999999999,9.2,31.1,0.0,40.3,0.0,0.16,0.363636363636364,0.0,0.606060606060606,0.393939393939394,0,0,0,0,0,0,1,1,1,1
2686,8.127,0.942,2.031,2.62,1.206,0.752,1.587,7.805,1.09,2.45,2.113,1.323,1.327,1.875,0.788,0.963,1.559,1.546,3.263,0.833,0.614,64.9,69.8,79.0,14.1,62.1,84.0,29.72,0.139999999999997,11.5,21.9,0.0,32.2,0.0,0.0,0.0,0.0,0.814814814814815,0.0,0,0,0,0,0,0,1,1,1,1
2687,5.84,0.622,1.666,1.921,0.769,0.449,1.08,5.36,0.962,1.432,1.366,0.962,0.847,1.184,0.528,0.605,1.02,1.214,2.321,0.594,0.433,55.9,66.9,73.0,17.1,46.9,49.5,29.93,0.16,6.9,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0,0,0,0,0,0,1,1,1,1
2688,19.635,1.818,7.414,4.585,2.896,1.564,3.537,19.031,2.737,5.831,4.045,6.623,2.716,5.772,3.018,1.548,3.296,2.591,6.596,1.783,1.148,61.0,73.9,84.0,23.0,52.0,54.0,29.93,0.149999999999999,4.6,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.91304347826087,0.217391304347826,0,0,0,0,0,0,1,1,1,1
2689,19.304,1.837,7.289,4.664,2.809,1.647,3.632,19.214,2.775,5.839,4.147,6.902,2.814,5.836,3.11,1.561,3.264,2.678,6.595,1.783,1.217,60.1,64.4,73.4,13.3,60.8,83.0,29.7,0.259999999999998,5.8,16.1,0.0,20.7,0.0,0.4,0.375,0.0,0.625,0.5,0,0,0,0,0,0,1,1,1,1
2690,19.568,1.825,7.378,4.743,2.979,1.721,3.649,19.416,2.761,5.819,4.058,6.667,2.751,5.947,3.074,1.553,3.284,2.721,6.794,1.91,1.226,57.0,62.1,78.1,21.1,60.1,86.0,29.59,0.0899999999999999,4.6,10.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.575757575757576,0,0,0,0,0,0,1,1,1,1
2691,19.786,1.912,7.191,4.774,2.824,1.702,3.677,19.344,2.631,5.769,4.183,6.409,2.852,6.072,3.05,1.624,3.248,2.829,6.88,1.946,1.169,64.9,72.05,88.0,23.1,68.55,84.0,29.68,0.0899999999999999,12.7,20.7,21.3,33.4,0.0,0.18,0.142857142857143,0.0,0.785714285714286,0.714285714285714,0,0,0,0,0,0,1,1,1,1
2692,19.286,1.722,6.672,4.802,2.773,1.624,3.477,18.794,2.753,4.89,4.041,5.817,2.769,5.534,2.775,1.606,3.147,2.765,6.855,1.927,1.193,77.0,81.5,86.0,9.0,69.1,67.0,29.74,0.0800000000000018,19.0,27.6,32.2,46.0,0.0,0.03,0.0416666666666667,0.0,0.916666666666667,0.208333333333333,0,0,0,0,0,0,1,1,1,1
2693,7.713,0.86,1.906,2.57,1.318,0.656,1.586,5.907,1.11,1.566,2.081,1.189,1.344,1.683,0.615,0.855,1.569,1.068,3.291,0.807,0.652,71.6,75.9,84.0,12.4,70.0,86.0,29.88,0.18,13.8,21.9,21.3,28.8,0.0,0.05,0.0277777777777778,0.0,0.888888888888889,0.222222222222222,0,0,0,0,0,0,1,1,1,1
2694,5.526,0.687,1.359,1.796,0.935,0.576,1.134,4.535,0.89,0.856,1.564,0.859,0.878,1.369,0.528,0.639,1.025,0.79,2.374,0.631,0.482,68.0,76.0,87.1,19.1,69.9,81.5,29.835,0.210000000000001,10.4,26.5,0.0,39.1,0.0,0.75,0.235294117647059,0.0,0.764705882352941,0.382352941176471,0,0,0,0,0,0,1,1,1,1
2695,19.46,0.621,1.579,1.828,0.903,0.443,1.118,4.282,0.934,0.742,1.51,0.822,0.825,1.31,0.567,0.556,1.084,1.178,2.398,0.626,0.468,64.4,69.8,84.0,19.6,64.9,84.0,29.81,0.16,9.2,26.5,0.0,42.6,0.0,0.26,0.41025641025641,0.0,0.538461538461538,0.487179487179487,0,0,0,0,0,0,1,1,1,1
2696,21.528,1.736,7.706,4.447,2.726,1.569,3.312,18.297,2.891,6.049,3.854,6.804,2.676,5.758,3.001,1.508,3.143,2.9,6.433,1.798,1.094,60.1,68.0,80.1,20.0,55.0,65.0,29.865,0.130000000000003,9.8,20.7,0.0,27.6,0.0,0.01,0.125,0.0,0.875,0.208333333333333,0,0,0,0,0,0,1,1,1,1
2697,20.654,1.849,7.783,4.558,2.938,1.696,3.668,18.901,2.811,6.197,4.162,6.943,2.788,5.828,3.091,1.673,3.262,3.096,6.574,1.826,1.188,66.0,75.9,84.9,18.9,59.0,55.0,29.99,0.100000000000001,8.65,19.6,0.0,28.8,0.0,0.0,0.0,0.0,0.833333333333333,0.125,0,0,0,0,0,0,1,1,1,1
2698,20.125,1.827,7.531,4.674,2.958,1.713,3.748,19.378,2.786,5.958,4.169,6.71,2.765,5.98,3.002,1.624,3.349,3.208,6.774,1.895,1.14,73.9,78.55,91.0,17.1,59.0,50.0,29.94,0.18,12.7,24.2,21.9,35.7,0.0,0.0,0.0,0.0,0.958333333333333,0.291666666666667,0,0,0,0,0,0,1,1,1,1
2699,19.494,1.83,7.218,4.668,2.843,1.591,3.719,19.079,2.906,5.256,4.003,6.394,2.641,5.852,2.741,1.577,3.165,3.025,6.639,1.824,1.234,66.2,75.0,86.0,19.8,64.9,67.5,29.9,0.169999999999998,11.5,24.2,9.8,42.6,0.0,0.11,0.133333333333333,0.0,0.733333333333333,0.366666666666667,0,0,0,0,0,0,1,1,1,1
2700,7.483,0.946,2.031,2.692,1.39,0.741,1.769,8.127,1.045,2.229,2.131,1.441,1.34,1.93,0.78,0.901,1.739,1.516,3.29,0.861,0.712,62.1,72.5,82.9,20.8,54.5,55.5,29.94,0.109999999999999,8.65,16.1,0.0,23.0,0.0,0.0,0.0,0.0,0.666666666666667,0.0,0,0,0,0,0,0,1,1,1,1
2701,5.349,0.705,1.571,1.989,0.923,0.483,1.304,5.84,0.907,1.244,1.534,0.98,0.911,1.377,0.491,0.676,1.158,1.203,2.472,0.632,0.539,60.1,70.0,81.0,20.9,57.9,60.0,29.87,0.27,10.4,35.7,0.0,50.6,0.0,0.18,0.275862068965517,0.0,0.551724137931034,0.206896551724138,0,0,0,0,0,0,1,1,1,1
2702,19.911,1.844,7.621,4.583,2.899,1.727,3.692,19.635,2.817,5.964,4.045,6.932,2.688,5.788,3.128,1.643,3.343,2.657,6.581,1.836,1.208,61.0,70.0,73.9,12.9,53.1,59.0,29.855,0.16,9.2,19.6,0.0,27.6,0.0,0.0,0.0,0.0,0.916666666666667,0.0,0,0,0,0,0,0,0,0,0,0
2703,20.135,1.854,7.545,4.538,2.839,1.651,3.619,19.304,2.875,6.163,4.122,6.955,2.776,6.03,3.127,1.606,3.272,2.662,6.747,1.89,1.189,55.9,66.0,75.9,20.0,45.5,46.5,29.99,0.120000000000001,10.4,16.1,0.0,28.8,0.0,0.0,0.0,0.0,0.791666666666667,0.0,0,0,0,0,0,0,1,1,1,1
2704,20.284,1.943,7.374,4.663,2.97,1.735,3.693,19.568,2.946,6.23,4.157,6.829,2.812,5.898,3.146,1.611,3.485,2.637,6.795,1.937,1.355,61.0,66.0,73.0,12.0,48.9,52.0,29.91,0.0300000000000011,8.1,16.1,0.0,16.1,0.0,0.0,0.0,0.0,0.833333333333333,0.0,0,0,0,0,0,0,1,1,1,1
2705,20.057,1.998,7.517,4.732,3.039,1.839,3.732,19.786,2.969,6.09,4.204,6.669,2.959,6.438,3.245,1.65,3.357,2.703,6.906,1.957,1.269,55.9,64.95,79.0,23.1,50.0,58.5,29.93,0.0800000000000018,6.35,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.791666666666667,0.0,0,0,0,0,0,0,1,1,1,1
2706,19.139,1.886,7.068,4.959,3.0,1.755,3.635,19.286,2.775,5.524,4.281,6.438,2.798,6.21,3.011,1.647,3.34,2.68,6.89,1.921,1.198,60.1,69.9,82.9,22.8,50.0,49.5,29.94,0.0899999999999999,7.5,18.4,0.0,26.5,0.0,0.01,0.142857142857143,0.0,0.75,0.214285714285714,0,0,0,0,0,0,1,1,1,1
